% Filename : LM_Channel_0180_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 96
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1024 
%  Grid (wall-normal)      ny = 192 
%  Grid (spanwise)         nz = 512 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 3.50000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 6.37309e-02 
%  Re_tau              Re_tau =  182.088 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_0180_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    2.774363101539001e-02    5.051793130230531e+00    4.859931830114997e+00    8.831157028570847e-01    6.869903318480918e-04   -1.489855746534439e-02
    3.178153382474769e-02    5.787048355530207e+00    5.495307682429419e+00    8.444826176908573e-01    7.999468491279062e-04   -2.192549761620868e-02
    3.609308307892944e-02    6.572131421652430e+00    6.140767561712847e+00    7.992811299755326e-01    9.312370749465279e-04   -3.104477751788732e-02
    4.067706020984729e-02    7.406820441494814e+00    6.786879590617578e+00    7.485664371113741e-01    1.088735151491411e-03   -4.250216402924681e-02
    4.553216965344320e-02    8.290879507882680e+00    7.424476521405005e+00    6.938474476709270e-01    1.281998705419457e-03   -5.649592472004498e-02
    5.065703921585307e-02    9.224058760243272e+00    8.045252641938248e+00    6.368822289116224e-01    1.520373559899216e-03   -7.316598711069017e-02
    5.605022046122787e-02    1.020609445522346e+01    8.642230696990662e+00    5.794553387980897e-01    1.810394158772749e-03   -9.258423460511958e-02
    6.171018912110404e-02    1.123670904123138e+01    9.210040607552013e+00    5.231847960257031e-01    2.153252595819812e-03   -1.147464080104718e-01
    6.763534552520467e-02    1.231561123688027e+01    9.744998377122059e+00    4.693897276407423e-01    2.543361121464446e-03   -1.395668125823063e-01
    7.382401505355363e-02    1.344249611331326e+01    1.024501391087453e+01    4.190292015165136e-01    2.968871483883799e-03   -1.668773391292722e-01
    8.027444860977029e-02    1.461704518038482e+01    1.070938142498578e+01    3.727047295375231e-01    3.414235706173621e-03   -1.964317512793433e-01
    8.698482311541555e-02    1.583892647667542e+01    1.113851203659422e+01    3.307061931088559e-01    3.863902056983745e-03   -2.279146587621945e-01
    9.395324202524546e-02    1.710779466331326e+01    1.153365672387442e+01    2.930765061612766e-01    4.305915013832057e-03   -2.609533892848976e-01
    1.011777358632303e-01    1.842329112157711e+01    1.189664875554680e+01    2.596769290234392e-01    4.734430862740905e-03   -2.951317284516914e-01
    1.086562627791852e-01    1.978504405425227e+01    1.222968022110438e+01    2.302458074538069e-01    5.149984922797677e-03   -3.300060469979137e-01
    1.163867091258549e-01    2.119266859071105e+01    1.253512087802303e+01    2.044500277687261e-01    5.556102756957544e-03   -3.651238428040606e-01
    1.243668900562930e-01    2.264576689568853e+01    1.281538406627490e+01    1.819277129235022e-01    5.953374203981132e-03   -4.000422376135964e-01
    1.325945501413611e-01    2.414392828172205e+01    1.307283702093434e+01    1.623181884974760e-01    6.335902459868011e-03   -4.343428110358218e-01
    1.410673640071792e-01    2.568672932522346e+01    1.330974505927395e+01    1.452789304445792e-01    6.692446693131045e-03   -4.676414979150606e-01
    1.497829369923429e-01    2.727373398615082e+01    1.352823955157148e+01    1.304953753254946e-01    7.009010204191536e-03   -4.995950669946096e-01
    1.587388058247237e-01    2.890449373124580e+01    1.373030473089859e+01    1.176861499373032e-01    7.269991172684287e-03   -5.299066871334683e-01
    1.679324393176608e-01    3.057854766080223e+01    1.391777480993175e+01    1.066003685262251e-01    7.458959373523459e-03   -5.583308932665648e-01
    1.773612390853474e-01    3.229542263892949e+01    1.409232889493074e+01    9.700970204405358e-02    7.560456955949043e-03   -5.846738352501649e-01
    1.870225402772094e-01    3.405463342727447e+01    1.425548107028632e+01    8.870468317229871e-02    7.562647365869345e-03   -6.087874505136935e-01
    1.969136123310693e-01    3.585568282216393e+01    1.440857572773767e+01    8.149782030583137e-02    7.460728884611943e-03   -6.305627855194603e-01
    2.070316597448810e-01    3.769806179512845e+01    1.455279522098163e+01    7.522750682532020e-02    7.257838954649102e-03   -6.499254067700024e-01
    2.173738228668202e-01    3.958124963676869e+01    1.468917982624352e+01    6.976068562399290e-02    6.960209822547269e-03   -6.668335126971237e-01
    2.279371787035034e-01    4.150471410392278e+01    1.481865160708460e+01    6.498634826055803e-02    6.572368796462971e-03   -6.812802420727616e-01
    2.387187417461112e-01    4.346791157009366e+01    1.494202783963920e+01    6.080915603012853e-02    6.101872903368271e-03   -6.932974199372346e-01
    2.497154648141782e-01    4.547028717909350e+01    1.506003393260543e+01    5.714880785421916e-02    5.564515358836766e-03   -7.029544980163213e-01
    2.609242399168145e-01    4.751127500186213e+01    1.517331326548546e+01    5.393450966633189e-02    4.978896674392116e-03   -7.103538944888323e-01
    2.723418991311134e-01    4.959029819641487e+01    1.528243123923937e+01    5.110357248076656e-02    4.361845128699545e-03   -7.156266546489505e-01
    2.839652154974980e-01    5.170676917087474e+01    1.538788055948672e+01    4.860050225801832e-02    3.727628535693526e-03   -7.189229668705408e-01
    2.957909039317521e-01    5.386008974954277e+01    1.549008706384810e+01    4.637853500094039e-02    3.080029243315233e-03   -7.203969833535177e-01
    3.078156221534808e-01    5.604965134195976e+01    1.558942301410648e+01    4.440082091169724e-02    2.413674176938853e-03   -7.201967935939485e-01
    3.200359716307346e-01    5.827483511491153e+01    1.568621884292019e+01    4.263783561430177e-02    1.726462760935655e-03   -7.184637572275540e-01
    3.324484985405327e-01    6.053501216732891e+01    1.578077224609848e+01    4.106460264208659e-02    1.022857188184387e-03   -7.153312543391990e-01
    3.450496947450128e-01    6.282954370803339e+01    1.587334286808345e+01    3.965033141663925e-02    3.170391254604490e-04   -7.109229884637174e-01
    3.578359987829319e-01    6.515778123627788e+01    1.596412975734469e+01    3.835769658422752e-02   -3.661620857747336e-04   -7.053598573623031e-01
    3.708037968762384e-01    6.751906672503175e+01    1.605326477692437e+01    3.715523903818108e-02   -1.009063381194779e-03   -6.987640949894657e-01
    3.839494239514293e-01    6.991273280695820e+01    1.614083393295078e+01    3.602643088467328e-02   -1.609188423017113e-03   -6.912567491742529e-01
    3.972691646754060e-01    7.233810296303152e+01    1.622691086719516e+01    3.496796994933367e-02   -2.158306662612424e-03   -6.829581805999717e-01
    4.107592545055342e-01    7.479449171374085e+01    1.631157316543736e+01    3.397727409612007e-02   -2.636800797848090e-03   -6.739813786066430e-01
    4.244158807536126e-01    7.728120481282647e+01    1.639489659673339e+01    3.304978660774737e-02   -3.029043622979509e-03   -6.644225947783107e-01
    4.382351836634480e-01    7.979753944349379e+01    1.647695509123589e+01    3.218204097885754e-02   -3.326991802372824e-03   -6.543654257191731e-01
    4.522132575017341e-01    8.234278441704960e+01    1.655781587009242e+01    3.136572707283594e-02   -3.532610982482783e-03   -6.438873001651828e-01
    4.663461516619241e-01    8.491622037390462e+01    1.663752457029348e+01    3.058856828458166e-02   -3.659096065406410e-03   -6.330650549435664e-01
    4.806298717807854e-01    8.751711998688504e+01    1.671610261599261e+01    2.984060525671526e-02   -3.729056670556125e-03   -6.219792445238528e-01
    4.950603808673232e-01    9.014474816679636e+01    1.679355083037899e+01    2.911204297610789e-02   -3.774788629232456e-03   -6.107093911870916e-01
    5.096336004437489e-01    9.279836227018066e+01    1.686984536077985e+01    2.839222757736588e-02   -3.826303402640215e-03   -5.993241534323632e-01
    5.243454116981767e-01    9.547721230920904e+01    1.694494145794289e+01    2.767496835968602e-02   -3.904379662479034e-03   -5.878757343178999e-01
    5.391916566487176e-01    9.818054116364982e+01    1.701878494354969e+01    2.695736362066252e-02   -4.012670855730723e-03   -5.764041781234940e-01
    5.541681393186459e-01    1.009075847948527e+02    1.709131719124343e+01    2.623832333804559e-02   -4.134444143605321e-03   -5.649456149049235e-01
    5.692706269223023e-01    1.036575724616876e+02    1.716248304359947e+01    2.552039019436244e-02   -4.253640494810806e-03   -5.535362552152875e-01
    5.844948510614016e-01    1.064297269383792e+02    1.723223831568594e+01    2.480724342010569e-02   -4.371462033277400e-03   -5.422130782052126e-01
    5.998365089314049e-01    1.092232647341723e+02    1.730054835940958e+01    2.410038154306752e-02   -4.493162136457002e-03   -5.310163972069329e-01
    6.152912645376163e-01    1.120373963147697e+02    1.736737943380800e+01    2.339747288814954e-02   -4.614643360635758e-03   -5.199861330288063e-01
    6.308547499206600e-01    1.148713263254770e+02    1.743268741395911e+01    2.269232098519974e-02   -4.731738574723724e-03   -5.091553856752686e-01
    6.465225663909910e-01    1.177242538159927e+02    1.749640807217664e+01    2.197623896180869e-02   -4.846353787103837e-03   -4.985545370331223e-01
    6.622902857720927e-01    1.205953724667802e+02    1.755845313180477e+01    2.124092144987956e-02   -4.965947884935674e-03   -4.882190760212323e-01
    6.781534516520057e-01    1.234838708169564e+02    1.761871616470093e+01    2.048196237662670e-02   -5.098357858377094e-03   -4.781935547339072e-01
    6.941075806428396e-01    1.263889324936345e+02    1.767708464356820e+01    1.969875990390967e-02   -5.248868144978149e-03   -4.685304758771239e-01
    7.101481636479068e-01    1.293097364426540e+02    1.773344773526569e+01    1.889254083868287e-02   -5.425236269386287e-03   -4.592791073977228e-01
    7.262706671361236e-01    1.322454571606346e+02    1.778770118111745e+01    1.806571729389294e-02   -5.630366626965221e-03   -4.504741328256231e-01
    7.424705344233169e-01    1.351952649282874e+02    1.783974484741559e+01    1.721694419729245e-02   -5.852695112848649e-03   -4.421361366670502e-01
    7.587431869600734e-01    1.381583260449167e+02    1.788946716269731e+01    1.633995417800498e-02   -6.070039998496535e-03   -4.342794550312027e-01
    7.750840256257712e-01    1.411338030640490e+02    1.793674125922056e+01    1.543116892699840e-02   -6.262211370476021e-03   -4.269177170998433e-01
    7.914884320284229e-01    1.441208550301184e+02    1.798143758042809e+01    1.449079623841332e-02   -6.420037427265503e-03   -4.200604836495100e-01
    8.079517698099662e-01    1.471186377161457e+02    1.802342499001055e+01    1.351574101870257e-02   -6.539532933776564e-03   -4.137114195117815e-01
    8.244693859566329e-01    1.501263038623408e+02    1.806255782388764e+01    1.249962699956622e-02   -6.615992312584362e-03   -4.078762747892918e-01
    8.410366121140243e-01    1.531430034155628e+02    1.809867785606787e+01    1.144069758861199e-02   -6.647977013649738e-03   -4.025664827829037e-01
    8.576487659065226e-01    1.561678837695700e+02    1.813163300638841e+01    1.034331287508397e-02   -6.639858128282862e-03   -3.977920048104153e-01
    8.743011522606657e-01    1.592000900059901e+02    1.816129140022526e+01    9.214818360577626e-03   -6.601503627332695e-03   -3.935575537111213e-01
    8.909890647321099e-01    1.622387651359457e+02    1.818754492661940e+01    8.061197460693330e-03   -6.545110592620622e-03   -3.898636529269432e-01
    9.077077868358066e-01    1.652830503422634e+02    1.821029861421122e+01    6.883399460037712e-03   -6.478175357526975e-03   -3.867052807121921e-01
    9.244525933790173e-01    1.683320852222006e+02    1.822945651693691e+01    5.678660658819131e-03   -6.407169071616774e-03   -3.840752847731106e-01
    9.412187517967892e-01    1.713850080306200e+02    1.824491720935027e+01    4.445470403465291e-03   -6.348667718007818e-03   -3.819697062910453e-01
    9.580015234895140e-01    1.744409559235437e+02    1.825658665612607e+01    3.188700460279192e-03   -6.321725226101325e-03   -3.803884248621027e-01
    9.747961651621934e-01    1.774990652020178e+02    1.826439641260667e+01    1.917301567485742e-03   -6.323584599323224e-03   -3.793335147711629e-01
    9.915979301650304e-01    1.805584715562184e+02    1.826830831045079e+01    6.395405645203566e-04   -6.332572540132570e-03   -3.788062845778147e-01
